superstructure	tag	structure
INDIVIDUAL_EVENT_STRUCTURE.DEAT	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.DEAT	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.DEAT	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.DEAT	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.DEAT	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_EVENT_STRUCTURE.DEAT	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_EVENT_STRUCTURE.DEAT	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.DEAT	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.DEAT	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.DEAT	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.DEAT	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.DEAT	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.DEAT	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_EVENT_STRUCTURE.DEAT	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_EVENT_STRUCTURE.DEAT	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.DEAT	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.DEAT	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.DEAT	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_EVENT_STRUCTURE.EMIG	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.EMIG	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.EMIG	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.EMIG	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.EMIG	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.EMIG	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_EVENT_STRUCTURE.EMIG	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_EVENT_STRUCTURE.EMIG	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.EMIG	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.EMIG	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.EMIG	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.EMIG	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.EMIG	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.EMIG	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_EVENT_STRUCTURE.EMIG	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_EVENT_STRUCTURE.EMIG	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.EMIG	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.EMIG	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.EMIG	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_EVENT_STRUCTURE.EVEN	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.EVEN	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.EVEN	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.EVEN	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.EVEN	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.EVEN	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_EVENT_STRUCTURE.EVEN	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_EVENT_STRUCTURE.EVEN	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.EVEN	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.EVEN	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.EVEN	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.EVEN	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.EVEN	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.EVEN	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_EVENT_STRUCTURE.EVEN	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_EVENT_STRUCTURE.EVEN	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.EVEN	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.EVEN	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.EVEN	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_EVENT_STRUCTURE.FCOM	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.FCOM	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.FCOM	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.FCOM	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.FCOM	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.FCOM	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_EVENT_STRUCTURE.FCOM	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_EVENT_STRUCTURE.FCOM	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.FCOM	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.FCOM	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.FCOM	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.FCOM	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.FCOM	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.FCOM	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_EVENT_STRUCTURE.FCOM	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_EVENT_STRUCTURE.FCOM	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.FCOM	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.FCOM	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.FCOM	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_EVENT_STRUCTURE.GRAD	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.GRAD	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.GRAD	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.GRAD	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.GRAD	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.GRAD	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_EVENT_STRUCTURE.GRAD	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_EVENT_STRUCTURE.GRAD	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.GRAD	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.GRAD	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.GRAD	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.GRAD	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.GRAD	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.GRAD	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_EVENT_STRUCTURE.GRAD	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_EVENT_STRUCTURE.GRAD	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.GRAD	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.GRAD	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.GRAD	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_EVENT_STRUCTURE.IMMI	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.IMMI	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.IMMI	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.IMMI	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.IMMI	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.IMMI	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_EVENT_STRUCTURE.IMMI	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_EVENT_STRUCTURE.IMMI	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.IMMI	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.IMMI	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.IMMI	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.IMMI	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.IMMI	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.IMMI	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_EVENT_STRUCTURE.IMMI	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_EVENT_STRUCTURE.IMMI	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.IMMI	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.IMMI	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.IMMI	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_EVENT_STRUCTURE.NATU	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.NATU	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.NATU	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.NATU	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.NATU	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.NATU	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_EVENT_STRUCTURE.NATU	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_EVENT_STRUCTURE.NATU	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.NATU	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.NATU	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.NATU	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.NATU	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.NATU	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.NATU	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_EVENT_STRUCTURE.NATU	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_EVENT_STRUCTURE.NATU	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.NATU	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.NATU	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.NATU	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_EVENT_STRUCTURE.ORDN	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.ORDN	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.ORDN	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.ORDN	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.ORDN	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.ORDN	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_EVENT_STRUCTURE.ORDN	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_EVENT_STRUCTURE.ORDN	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.ORDN	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.ORDN	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.ORDN	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.ORDN	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.ORDN	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.ORDN	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_EVENT_STRUCTURE.ORDN	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_EVENT_STRUCTURE.ORDN	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.ORDN	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.ORDN	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.ORDN	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_EVENT_STRUCTURE.PROB	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.PROB	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.PROB	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.PROB	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.PROB	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.PROB	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_EVENT_STRUCTURE.PROB	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_EVENT_STRUCTURE.PROB	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.PROB	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.PROB	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.PROB	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.PROB	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.PROB	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.PROB	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_EVENT_STRUCTURE.PROB	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_EVENT_STRUCTURE.PROB	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.PROB	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.PROB	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.PROB	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_EVENT_STRUCTURE.RETI	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.RETI	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.RETI	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.RETI	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.RETI	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.RETI	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_EVENT_STRUCTURE.RETI	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_EVENT_STRUCTURE.RETI	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.RETI	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.RETI	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.RETI	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.RETI	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.RETI	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.RETI	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_EVENT_STRUCTURE.RETI	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_EVENT_STRUCTURE.RETI	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.RETI	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.RETI	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.RETI	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_EVENT_STRUCTURE.WILL	ADDR	ADDRESS_STRUCTURE.ADDR
INDIVIDUAL_EVENT_STRUCTURE.WILL	AGE	INDIVIDUAL_EVENT_DETAIL.AGE
INDIVIDUAL_EVENT_STRUCTURE.WILL	AGNC	EVENT_DETAIL.AGNC
INDIVIDUAL_EVENT_STRUCTURE.WILL	CAUS	EVENT_DETAIL.CAUS
INDIVIDUAL_EVENT_STRUCTURE.WILL	DATE	EVENT_DETAIL.DATE
INDIVIDUAL_EVENT_STRUCTURE.WILL	EMAIL	ADDRESS_STRUCTURE.EMAIL
INDIVIDUAL_EVENT_STRUCTURE.WILL	FAX	ADDRESS_STRUCTURE.FAX
INDIVIDUAL_EVENT_STRUCTURE.WILL	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_EVENT_STRUCTURE.WILL	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_EVENT_STRUCTURE.WILL	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_EVENT_STRUCTURE.WILL	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_EVENT_STRUCTURE.WILL	PHON	ADDRESS_STRUCTURE.PHON
INDIVIDUAL_EVENT_STRUCTURE.WILL	PLAC	PLACE_STRUCTURE.PLAC
INDIVIDUAL_EVENT_STRUCTURE.WILL	RELI	EVENT_DETAIL.RELI
INDIVIDUAL_EVENT_STRUCTURE.WILL	RESN	EVENT_DETAIL.RESN
INDIVIDUAL_EVENT_STRUCTURE.WILL	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_EVENT_STRUCTURE.WILL	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_EVENT_STRUCTURE.WILL	TYPE	EVENT_DETAIL.TYPE
INDIVIDUAL_EVENT_STRUCTURE.WILL	WWW	ADDRESS_STRUCTURE.WWW
INDIVIDUAL_RECORD.INDI	ADOP	INDIVIDUAL_EVENT_STRUCTURE.ADOP
INDIVIDUAL_RECORD.INDI	AFN	INDIVIDUAL_RECORD.INDI.AFN
INDIVIDUAL_RECORD.INDI	ALIA	INDIVIDUAL_RECORD.INDI.ALIA
INDIVIDUAL_RECORD.INDI	ANCI	INDIVIDUAL_RECORD.INDI.ANCI
INDIVIDUAL_RECORD.INDI	ASSO	ASSOCIATION_STRUCTURE.ASSO
INDIVIDUAL_RECORD.INDI	BAPL	LDS_INDIVIDUAL_ORDINANCE.BAPL
INDIVIDUAL_RECORD.INDI	BAPM	INDIVIDUAL_EVENT_STRUCTURE.BAPM
INDIVIDUAL_RECORD.INDI	BARM	INDIVIDUAL_EVENT_STRUCTURE.BARM
INDIVIDUAL_RECORD.INDI	BASM	INDIVIDUAL_EVENT_STRUCTURE.BASM
INDIVIDUAL_RECORD.INDI	BIRT	INDIVIDUAL_EVENT_STRUCTURE.BIRT
INDIVIDUAL_RECORD.INDI	BLES	INDIVIDUAL_EVENT_STRUCTURE.BLES
INDIVIDUAL_RECORD.INDI	BURI	INDIVIDUAL_EVENT_STRUCTURE.BURI
INDIVIDUAL_RECORD.INDI	CAST	INDIVIDUAL_ATTRIBUTE_STRUCTURE.CAST
INDIVIDUAL_RECORD.INDI	CENS	INDIVIDUAL_EVENT_STRUCTURE.CENS
INDIVIDUAL_RECORD.INDI	CHAN	CHANGE_DATE.CHAN
INDIVIDUAL_RECORD.INDI	CHR	INDIVIDUAL_EVENT_STRUCTURE.CHR
INDIVIDUAL_RECORD.INDI	CHRA	INDIVIDUAL_EVENT_STRUCTURE.CHRA
INDIVIDUAL_RECORD.INDI	CONF	INDIVIDUAL_EVENT_STRUCTURE.CONF
INDIVIDUAL_RECORD.INDI	CONL	LDS_INDIVIDUAL_ORDINANCE.CONL
INDIVIDUAL_RECORD.INDI	CREM	INDIVIDUAL_EVENT_STRUCTURE.CREM
INDIVIDUAL_RECORD.INDI	DEAT	INDIVIDUAL_EVENT_STRUCTURE.DEAT
INDIVIDUAL_RECORD.INDI	DESI	INDIVIDUAL_RECORD.INDI.DESI
INDIVIDUAL_RECORD.INDI	DSCR	INDIVIDUAL_ATTRIBUTE_STRUCTURE.DSCR
INDIVIDUAL_RECORD.INDI	EDUC	INDIVIDUAL_ATTRIBUTE_STRUCTURE.EDUC
INDIVIDUAL_RECORD.INDI	EMIG	INDIVIDUAL_EVENT_STRUCTURE.EMIG
INDIVIDUAL_RECORD.INDI	ENDL	LDS_INDIVIDUAL_ORDINANCE.ENDL
INDIVIDUAL_RECORD.INDI	EVEN	INDIVIDUAL_EVENT_STRUCTURE.EVEN
INDIVIDUAL_RECORD.INDI	FACT	INDIVIDUAL_ATTRIBUTE_STRUCTURE.FACT
INDIVIDUAL_RECORD.INDI	FAMC	CHILD_TO_FAMILY_LINK.FAMC
INDIVIDUAL_RECORD.INDI	FAMS	SPOUSE_TO_FAMILY_LINK.FAMS
INDIVIDUAL_RECORD.INDI	FCOM	INDIVIDUAL_EVENT_STRUCTURE.FCOM
INDIVIDUAL_RECORD.INDI	GRAD	INDIVIDUAL_EVENT_STRUCTURE.GRAD
INDIVIDUAL_RECORD.INDI	IDNO	INDIVIDUAL_ATTRIBUTE_STRUCTURE.IDNO
INDIVIDUAL_RECORD.INDI	IMMI	INDIVIDUAL_EVENT_STRUCTURE.IMMI
INDIVIDUAL_RECORD.INDI	NAME	PERSONAL_NAME_STRUCTURE.NAME
INDIVIDUAL_RECORD.INDI	NATI	INDIVIDUAL_ATTRIBUTE_STRUCTURE.NATI
INDIVIDUAL_RECORD.INDI	NATU	INDIVIDUAL_EVENT_STRUCTURE.NATU
INDIVIDUAL_RECORD.INDI	NCHI	INDIVIDUAL_ATTRIBUTE_STRUCTURE.NCHI
INDIVIDUAL_RECORD.INDI	NMR	INDIVIDUAL_ATTRIBUTE_STRUCTURE.NMR
INDIVIDUAL_RECORD.INDI	NOTE	NOTE_STRUCTURE.NOTE
INDIVIDUAL_RECORD.INDI	NOTE	NOTE_STRUCTURE.NOTE#2
INDIVIDUAL_RECORD.INDI	OBJE	MULTIMEDIA_LINK.OBJE
INDIVIDUAL_RECORD.INDI	OBJE	MULTIMEDIA_LINK.OBJE#2
INDIVIDUAL_RECORD.INDI	OCCU	INDIVIDUAL_ATTRIBUTE_STRUCTURE.OCCU
INDIVIDUAL_RECORD.INDI	ORDN	INDIVIDUAL_EVENT_STRUCTURE.ORDN
INDIVIDUAL_RECORD.INDI	PROB	INDIVIDUAL_EVENT_STRUCTURE.PROB
INDIVIDUAL_RECORD.INDI	PROP	INDIVIDUAL_ATTRIBUTE_STRUCTURE.PROP
INDIVIDUAL_RECORD.INDI	REFN	INDIVIDUAL_RECORD.INDI.REFN
INDIVIDUAL_RECORD.INDI	RELI	INDIVIDUAL_ATTRIBUTE_STRUCTURE.RELI
INDIVIDUAL_RECORD.INDI	RESI	INDIVIDUAL_ATTRIBUTE_STRUCTURE.RESI
INDIVIDUAL_RECORD.INDI	RESN	INDIVIDUAL_RECORD.INDI.RESN
INDIVIDUAL_RECORD.INDI	RETI	INDIVIDUAL_EVENT_STRUCTURE.RETI
INDIVIDUAL_RECORD.INDI	RFN	INDIVIDUAL_RECORD.INDI.RFN
INDIVIDUAL_RECORD.INDI	RIN	INDIVIDUAL_RECORD.INDI.RIN
INDIVIDUAL_RECORD.INDI	SEX	INDIVIDUAL_RECORD.INDI.SEX
INDIVIDUAL_RECORD.INDI	SLGC	LDS_INDIVIDUAL_ORDINANCE.SLGC
INDIVIDUAL_RECORD.INDI	SOUR	SOURCE_CITATION.SOUR
INDIVIDUAL_RECORD.INDI	SOUR	SOURCE_CITATION.SOUR#2
INDIVIDUAL_RECORD.INDI	SSN	INDIVIDUAL_ATTRIBUTE_STRUCTURE.SSN
INDIVIDUAL_RECORD.INDI	SUBM	INDIVIDUAL_RECORD.INDI.SUBM
INDIVIDUAL_RECORD.INDI	TITL	INDIVIDUAL_ATTRIBUTE_STRUCTURE.TITL
INDIVIDUAL_RECORD.INDI	WILL	INDIVIDUAL_EVENT_STRUCTURE.WILL
INDIVIDUAL_RECORD.INDI.REFN	TYPE	INDIVIDUAL_RECORD.INDI.REFN.TYPE
LDS_INDIVIDUAL_ORDINANCE.BAPL	DATE	LDS_INDIVIDUAL_ORDINANCE.BAPL.DATE
LDS_INDIVIDUAL_ORDINANCE.BAPL	NOTE	NOTE_STRUCTURE.NOTE
LDS_INDIVIDUAL_ORDINANCE.BAPL	NOTE	NOTE_STRUCTURE.NOTE#2
LDS_INDIVIDUAL_ORDINANCE.BAPL	PLAC	LDS_INDIVIDUAL_ORDINANCE.BAPL.PLAC
LDS_INDIVIDUAL_ORDINANCE.BAPL	SOUR	SOURCE_CITATION.SOUR
